COD_ESTACION;NOM_ESTACION;FECHA;CONTAMINANTE;MEDICION
12032005;BURRIANA - RESIDENCIA;18/01/2013;NI;2
12032005;BURRIANA - RESIDENCIA;19/01/2013;AS;
12032005;BURRIANA - RESIDENCIA;19/01/2013;BAP;0.07
12032005;BURRIANA - RESIDENCIA;19/01/2013;CD;
12032005;BURRIANA - RESIDENCIA;19/01/2013;PB;
12032005;BURRIANA - RESIDENCIA;19/01/2013;PM10;7
12032005;BURRIANA - RESIDENCIA;19/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;19/01/2013;NI;
12032005;BURRIANA - RESIDENCIA;20/01/2013;AS;1.09
12032005;BURRIANA - RESIDENCIA;20/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;20/01/2013;CD;0.14
12032005;BURRIANA - RESIDENCIA;20/01/2013;NI;2
12032005;BURRIANA - RESIDENCIA;20/01/2013;PM10;5
12032005;BURRIANA - RESIDENCIA;20/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;20/01/2013;PB;0.01
12032005;BURRIANA - RESIDENCIA;21/01/2013;AS;2.48
12032005;BURRIANA - RESIDENCIA;21/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;21/01/2013;CD;0.11
12032005;BURRIANA - RESIDENCIA;21/01/2013;PB;0.01
12032005;BURRIANA - RESIDENCIA;21/01/2013;PM10;8
12032005;BURRIANA - RESIDENCIA;21/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;21/01/2013;NI;2
12032005;BURRIANA - RESIDENCIA;22/01/2013;AS;
12032005;BURRIANA - RESIDENCIA;22/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;22/01/2013;CD;
12032005;BURRIANA - RESIDENCIA;22/01/2013;PB;
12032005;BURRIANA - RESIDENCIA;22/01/2013;PM10;11
12032005;BURRIANA - RESIDENCIA;22/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;22/01/2013;NI;
12032005;BURRIANA - RESIDENCIA;23/01/2013;PB;0
12032005;BURRIANA - RESIDENCIA;23/01/2013;AS;0.83
12032005;BURRIANA - RESIDENCIA;23/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;23/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;23/01/2013;NI;2
12032005;BURRIANA - RESIDENCIA;23/01/2013;PM10;8
12032005;BURRIANA - RESIDENCIA;23/01/2013;CD;0.05
12032005;BURRIANA - RESIDENCIA;24/01/2013;AS;
12032005;BURRIANA - RESIDENCIA;24/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;24/01/2013;CD;
12032005;BURRIANA - RESIDENCIA;24/01/2013;PB;
12032005;BURRIANA - RESIDENCIA;24/01/2013;PM10;9
12032005;BURRIANA - RESIDENCIA;24/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;24/01/2013;NI;
12032005;BURRIANA - RESIDENCIA;25/01/2013;AS;
12032005;BURRIANA - RESIDENCIA;25/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;25/01/2013;CD;
12032005;BURRIANA - RESIDENCIA;25/01/2013;PB;
12032005;BURRIANA - RESIDENCIA;25/01/2013;PM10;19
12032005;BURRIANA - RESIDENCIA;25/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;25/01/2013;NI;
12032005;BURRIANA - RESIDENCIA;26/01/2013;AS;
12032005;BURRIANA - RESIDENCIA;26/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;26/01/2013;CD;
12032005;BURRIANA - RESIDENCIA;26/01/2013;PB;
12032005;BURRIANA - RESIDENCIA;26/01/2013;PM10;26
12032005;BURRIANA - RESIDENCIA;26/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;26/01/2013;NI;
12032005;BURRIANA - RESIDENCIA;27/01/2013;AS;3.04
12032005;BURRIANA - RESIDENCIA;27/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;27/01/2013;CD;0.58
12032005;BURRIANA - RESIDENCIA;27/01/2013;PB;0.04
12032005;BURRIANA - RESIDENCIA;27/01/2013;PM10;25
12032005;BURRIANA - RESIDENCIA;27/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;27/01/2013;NI;2
12032005;BURRIANA - RESIDENCIA;28/01/2013;AS;
12032005;BURRIANA - RESIDENCIA;28/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;28/01/2013;CD;
12032005;BURRIANA - RESIDENCIA;28/01/2013;PB;
12032005;BURRIANA - RESIDENCIA;28/01/2013;PM10;15
12032005;BURRIANA - RESIDENCIA;28/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;28/01/2013;NI;
12032005;BURRIANA - RESIDENCIA;29/01/2013;AS;
12032005;BURRIANA - RESIDENCIA;29/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;29/01/2013;CD;
12032005;BURRIANA - RESIDENCIA;29/01/2013;PB;
12032005;BURRIANA - RESIDENCIA;29/01/2013;PM10;30
12032005;BURRIANA - RESIDENCIA;29/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;29/01/2013;NI;
12032005;BURRIANA - RESIDENCIA;30/01/2013;AS;1.94
12032005;BURRIANA - RESIDENCIA;30/01/2013;BAP;
12032005;BURRIANA - RESIDENCIA;30/01/2013;CD;1.61
12032005;BURRIANA - RESIDENCIA;30/01/2013;PB;0.09
12032005;BURRIANA - RESIDENCIA;30/01/2013;PM10;40
12032005;BURRIANA - RESIDENCIA;30/01/2013;PM2.5;
12032005;BURRIANA - RESIDENCIA;30/01/2013;NI;2
12040008;CASTELLÓ - PENYETA;01/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;01/01/2013;O3;49
12040008;CASTELLÓ - PENYETA;01/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;01/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;01/01/2013;PRES.;1003
12040008;CASTELLÓ - PENYETA;01/01/2013;R.SOL.;73
12040008;CASTELLÓ - PENYETA;01/01/2013;SO2;5
12040008;CASTELLÓ - PENYETA;01/01/2013;TEMP.;13.5
12040008;CASTELLÓ - PENYETA;01/01/2013;VELOC.;0.5
12040008;CASTELLÓ - PENYETA;01/01/2013;NO2;7
12040008;CASTELLÓ - PENYETA;01/01/2013;DIREC.;346
12040008;CASTELLÓ - PENYETA;01/01/2013;H.REL.;68
12040008;CASTELLÓ - PENYETA;01/01/2013;NO;7
12040008;CASTELLÓ - PENYETA;01/01/2013;NOX;17
12040008;CASTELLÓ - PENYETA;01/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;02/01/2013;DIREC.;348
12040008;CASTELLÓ - PENYETA;02/01/2013;VELOC.;1.3
12040008;CASTELLÓ - PENYETA;02/01/2013;NO;7
12040008;CASTELLÓ - PENYETA;02/01/2013;NO2;7
12040008;CASTELLÓ - PENYETA;02/01/2013;NOX;17
12040008;CASTELLÓ - PENYETA;02/01/2013;O3;69
12040008;CASTELLÓ - PENYETA;02/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;02/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;02/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;02/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;02/01/2013;PRES.;1008
12040008;CASTELLÓ - PENYETA;02/01/2013;R.SOL.;83
12040008;CASTELLÓ - PENYETA;02/01/2013;SO2;5
12040008;CASTELLÓ - PENYETA;02/01/2013;TEMP.;13.7
12040008;CASTELLÓ - PENYETA;02/01/2013;H.REL.;57
12040008;CASTELLÓ - PENYETA;03/01/2013;DIREC.;25
12040008;CASTELLÓ - PENYETA;03/01/2013;VELOC.;1.8
12040008;CASTELLÓ - PENYETA;03/01/2013;NO;7
12040008;CASTELLÓ - PENYETA;03/01/2013;NO2;9
12040008;CASTELLÓ - PENYETA;03/01/2013;NOX;20
12040008;CASTELLÓ - PENYETA;03/01/2013;O3;64
12040008;CASTELLÓ - PENYETA;03/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;03/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;03/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;03/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;03/01/2013;PRES.;1020
12040008;CASTELLÓ - PENYETA;03/01/2013;R.SOL.;80
12040008;CASTELLÓ - PENYETA;03/01/2013;SO2;5
12040008;CASTELLÓ - PENYETA;03/01/2013;TEMP.;13.2
12040008;CASTELLÓ - PENYETA;03/01/2013;H.REL.;51
12040008;CASTELLÓ - PENYETA;04/01/2013;DIREC.;6
12040008;CASTELLÓ - PENYETA;04/01/2013;VELOC.;0.6
12040008;CASTELLÓ - PENYETA;04/01/2013;NO;9
12040008;CASTELLÓ - PENYETA;04/01/2013;NO2;35
12040008;CASTELLÓ - PENYETA;04/01/2013;NOX;49
12040008;CASTELLÓ - PENYETA;04/01/2013;O3;45
12040008;CASTELLÓ - PENYETA;04/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;04/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;04/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;04/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;04/01/2013;PRES.;1020
12040008;CASTELLÓ - PENYETA;04/01/2013;R.SOL.;97
12040008;CASTELLÓ - PENYETA;04/01/2013;SO2;3
12040008;CASTELLÓ - PENYETA;04/01/2013;TEMP.;14.1
12040008;CASTELLÓ - PENYETA;04/01/2013;H.REL.;62
12040008;CASTELLÓ - PENYETA;05/01/2013;PRES.;1014
12040008;CASTELLÓ - PENYETA;05/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;05/01/2013;SO2;13
12040008;CASTELLÓ - PENYETA;05/01/2013;TEMP.;16.9
12040008;CASTELLÓ - PENYETA;05/01/2013;VELOC.;0.6
12040008;CASTELLÓ - PENYETA;05/01/2013;DIREC.;8
12040008;CASTELLÓ - PENYETA;05/01/2013;H.REL.;59
12040008;CASTELLÓ - PENYETA;05/01/2013;NO;10
12040008;CASTELLÓ - PENYETA;05/01/2013;NO2;35
12040008;CASTELLÓ - PENYETA;05/01/2013;NOX;50
12040008;CASTELLÓ - PENYETA;05/01/2013;O3;36
12040008;CASTELLÓ - PENYETA;05/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;05/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;05/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;05/01/2013;R.SOL.;98
12040008;CASTELLÓ - PENYETA;06/01/2013;DIREC.;47
12040008;CASTELLÓ - PENYETA;06/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;06/01/2013;NO;8
12040008;CASTELLÓ - PENYETA;06/01/2013;NO2;12
12040008;CASTELLÓ - PENYETA;06/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;06/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;06/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;06/01/2013;PRES.;1011
12040008;CASTELLÓ - PENYETA;06/01/2013;R.SOL.;100
12040008;CASTELLÓ - PENYETA;06/01/2013;SO2;7
12040008;CASTELLÓ - PENYETA;06/01/2013;TEMP.;16.5
12040008;CASTELLÓ - PENYETA;06/01/2013;VELOC.;0.6
12040008;CASTELLÓ - PENYETA;06/01/2013;NOX;24
12040008;CASTELLÓ - PENYETA;06/01/2013;O3;50
12040008;CASTELLÓ - PENYETA;06/01/2013;H.REL.;53
12040008;CASTELLÓ - PENYETA;07/01/2013;DIREC.;35
12040008;CASTELLÓ - PENYETA;07/01/2013;VELOC.;0.4
12040008;CASTELLÓ - PENYETA;07/01/2013;NO;17
12040008;CASTELLÓ - PENYETA;07/01/2013;NO2;55
12040008;CASTELLÓ - PENYETA;07/01/2013;NOX;82
12040008;CASTELLÓ - PENYETA;07/01/2013;O3;20
12040008;CASTELLÓ - PENYETA;07/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;07/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;07/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;07/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;07/01/2013;PRES.;1009
12040008;CASTELLÓ - PENYETA;07/01/2013;R.SOL.;100
12040008;CASTELLÓ - PENYETA;07/01/2013;SO2;18
12040008;CASTELLÓ - PENYETA;07/01/2013;TEMP.;14.9
12040008;CASTELLÓ - PENYETA;07/01/2013;H.REL.;65
12040008;CASTELLÓ - PENYETA;08/01/2013;DIREC.;7
12040008;CASTELLÓ - PENYETA;08/01/2013;VELOC.;0.5
12040008;CASTELLÓ - PENYETA;08/01/2013;NO;13
12040008;CASTELLÓ - PENYETA;08/01/2013;NO2;53
12040008;CASTELLÓ - PENYETA;08/01/2013;NOX;72
12040008;CASTELLÓ - PENYETA;08/01/2013;O3;17
12040008;CASTELLÓ - PENYETA;08/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;08/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;08/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;08/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;08/01/2013;PRES.;1010
12040008;CASTELLÓ - PENYETA;08/01/2013;R.SOL.;99
12040008;CASTELLÓ - PENYETA;08/01/2013;SO2;10
12040008;CASTELLÓ - PENYETA;08/01/2013;TEMP.;14
12040008;CASTELLÓ - PENYETA;08/01/2013;H.REL.;73
12040008;CASTELLÓ - PENYETA;09/01/2013;VELOC.;0.7
12040008;CASTELLÓ - PENYETA;09/01/2013;TEMP.;11.8
12040008;CASTELLÓ - PENYETA;09/01/2013;H.REL.;93
12040008;CASTELLÓ - PENYETA;09/01/2013;NO;12
12040008;CASTELLÓ - PENYETA;09/01/2013;NO2;26
12040008;CASTELLÓ - PENYETA;09/01/2013;NOX;44
12040008;CASTELLÓ - PENYETA;09/01/2013;O3;23
12040008;CASTELLÓ - PENYETA;09/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;09/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;09/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;09/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;09/01/2013;PRES.;1007
12040008;CASTELLÓ - PENYETA;09/01/2013;R.SOL.;68
12040008;CASTELLÓ - PENYETA;09/01/2013;SO2;8
12040008;CASTELLÓ - PENYETA;09/01/2013;DIREC.;47
12040008;CASTELLÓ - PENYETA;10/01/2013;DIREC.;328
12040008;CASTELLÓ - PENYETA;10/01/2013;PRES.;1006
12040008;CASTELLÓ - PENYETA;10/01/2013;NO;6
12040008;CASTELLÓ - PENYETA;10/01/2013;NO2;13
12040008;CASTELLÓ - PENYETA;10/01/2013;NOX;21
12040008;CASTELLÓ - PENYETA;10/01/2013;O3;57
12040008;CASTELLÓ - PENYETA;10/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;10/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;10/01/2013;R.SOL.;103
12040008;CASTELLÓ - PENYETA;10/01/2013;SO2;4
12040008;CASTELLÓ - PENYETA;10/01/2013;TEMP.;17.4
12040008;CASTELLÓ - PENYETA;10/01/2013;VELOC.;1.4
12040008;CASTELLÓ - PENYETA;10/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;10/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;10/01/2013;H.REL.;57
12040008;CASTELLÓ - PENYETA;11/01/2013;DIREC.;336
12040008;CASTELLÓ - PENYETA;11/01/2013;VELOC.;1
12040008;CASTELLÓ - PENYETA;11/01/2013;NO;8
12040008;CASTELLÓ - PENYETA;11/01/2013;NO2;19
12040008;CASTELLÓ - PENYETA;11/01/2013;NOX;31
12040008;CASTELLÓ - PENYETA;11/01/2013;O3;50
12040008;CASTELLÓ - PENYETA;11/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;11/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;11/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;11/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;11/01/2013;PRES.;1006
12040008;CASTELLÓ - PENYETA;11/01/2013;R.SOL.;103
12040008;CASTELLÓ - PENYETA;11/01/2013;SO2;5
12040008;CASTELLÓ - PENYETA;11/01/2013;TEMP.;14.3
12040008;CASTELLÓ - PENYETA;11/01/2013;H.REL.;68
12040008;CASTELLÓ - PENYETA;12/01/2013;DIREC.;293
12040008;CASTELLÓ - PENYETA;12/01/2013;VELOC.;0.9
12040008;CASTELLÓ - PENYETA;12/01/2013;NO;8
12040008;CASTELLÓ - PENYETA;12/01/2013;NO2;16
12040008;CASTELLÓ - PENYETA;12/01/2013;NOX;29
12040008;CASTELLÓ - PENYETA;12/01/2013;O3;51
12040008;CASTELLÓ - PENYETA;12/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;12/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;12/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;12/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;12/01/2013;PRES.;1001
12040008;CASTELLÓ - PENYETA;12/01/2013;R.SOL.;100
12040008;CASTELLÓ - PENYETA;12/01/2013;SO2;6
12040008;CASTELLÓ - PENYETA;12/01/2013;TEMP.;14.7
12040008;CASTELLÓ - PENYETA;12/01/2013;H.REL.;62
12040008;CASTELLÓ - PENYETA;13/01/2013;DIREC.;319
12040008;CASTELLÓ - PENYETA;13/01/2013;VELOC.;1.2
12040008;CASTELLÓ - PENYETA;13/01/2013;NO;8
12040008;CASTELLÓ - PENYETA;13/01/2013;NO2;6
12040008;CASTELLÓ - PENYETA;13/01/2013;NOX;18
12040008;CASTELLÓ - PENYETA;13/01/2013;O3;65
12040008;CASTELLÓ - PENYETA;13/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;13/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;13/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;13/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;13/01/2013;PRES.;996
12040008;CASTELLÓ - PENYETA;13/01/2013;R.SOL.;99
12040008;CASTELLÓ - PENYETA;13/01/2013;SO2;5
12040008;CASTELLÓ - PENYETA;13/01/2013;TEMP.;12.6
12040008;CASTELLÓ - PENYETA;13/01/2013;H.REL.;54
12040008;CASTELLÓ - PENYETA;14/01/2013;NO2;12
12040008;CASTELLÓ - PENYETA;14/01/2013;VELOC.;1.8
12040008;CASTELLÓ - PENYETA;14/01/2013;O3;61
12040008;CASTELLÓ - PENYETA;14/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;14/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;14/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;14/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;14/01/2013;PRES.;1001
12040008;CASTELLÓ - PENYETA;14/01/2013;R.SOL.;28
12040008;CASTELLÓ - PENYETA;14/01/2013;DIREC.;281
12040008;CASTELLÓ - PENYETA;14/01/2013;H.REL.;52
12040008;CASTELLÓ - PENYETA;14/01/2013;NO;6
12040008;CASTELLÓ - PENYETA;14/01/2013;SO2;6
12040008;CASTELLÓ - PENYETA;14/01/2013;TEMP.;12.7
12040008;CASTELLÓ - PENYETA;14/01/2013;NOX;22
12040008;CASTELLÓ - PENYETA;15/01/2013;DIREC.;297
12040008;CASTELLÓ - PENYETA;15/01/2013;VELOC.;1.6
12040008;CASTELLÓ - PENYETA;15/01/2013;NO;4
12040008;CASTELLÓ - PENYETA;15/01/2013;NO2;11
12040008;CASTELLÓ - PENYETA;15/01/2013;NOX;16
12040008;CASTELLÓ - PENYETA;15/01/2013;O3;61
12040008;CASTELLÓ - PENYETA;15/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;15/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;15/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;15/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;15/01/2013;PRES.;999
12040008;CASTELLÓ - PENYETA;15/01/2013;R.SOL.;79
12040008;CASTELLÓ - PENYETA;15/01/2013;SO2;5
12040008;CASTELLÓ - PENYETA;15/01/2013;TEMP.;14.2
12040008;CASTELLÓ - PENYETA;15/01/2013;H.REL.;54
12040008;CASTELLÓ - PENYETA;16/01/2013;DIREC.;278
12040008;CASTELLÓ - PENYETA;16/01/2013;VELOC.;1.3
12040008;CASTELLÓ - PENYETA;16/01/2013;NO;4
12040008;CASTELLÓ - PENYETA;16/01/2013;NO2;10
12040008;CASTELLÓ - PENYETA;16/01/2013;NOX;17
12040008;CASTELLÓ - PENYETA;16/01/2013;O3;56
12040008;CASTELLÓ - PENYETA;16/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;16/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;16/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;16/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;16/01/2013;PRES.;993
12040008;CASTELLÓ - PENYETA;16/01/2013;R.SOL.;55
12040008;CASTELLÓ - PENYETA;16/01/2013;SO2;4
12040008;CASTELLÓ - PENYETA;16/01/2013;TEMP.;15.1
12040008;CASTELLÓ - PENYETA;16/01/2013;H.REL.;58
12040008;CASTELLÓ - PENYETA;17/01/2013;DIREC.;305
12040008;CASTELLÓ - PENYETA;17/01/2013;VELOC.;1.1
12040008;CASTELLÓ - PENYETA;17/01/2013;H.REL.;55
12040008;CASTELLÓ - PENYETA;17/01/2013;NO;5
12040008;CASTELLÓ - PENYETA;17/01/2013;NO2;10
12040008;CASTELLÓ - PENYETA;17/01/2013;O3;59
12040008;CASTELLÓ - PENYETA;17/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;17/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;17/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;17/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;17/01/2013;PRES.;994
12040008;CASTELLÓ - PENYETA;17/01/2013;R.SOL.;82
12040008;CASTELLÓ - PENYETA;17/01/2013;SO2;4
12040008;CASTELLÓ - PENYETA;17/01/2013;TEMP.;17
12040008;CASTELLÓ - PENYETA;17/01/2013;NOX;18
12040008;CASTELLÓ - PENYETA;18/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;18/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;18/01/2013;PRECIP.;0.4
12040008;CASTELLÓ - PENYETA;18/01/2013;PRES.;989
12040008;CASTELLÓ - PENYETA;18/01/2013;R.SOL.;52
12040008;CASTELLÓ - PENYETA;18/01/2013;SO2;9
12040008;CASTELLÓ - PENYETA;18/01/2013;TEMP.;17.1
12040008;CASTELLÓ - PENYETA;18/01/2013;VELOC.;1.1
12040008;CASTELLÓ - PENYETA;18/01/2013;DIREC.;272
12040008;CASTELLÓ - PENYETA;18/01/2013;H.REL.;69
12040008;CASTELLÓ - PENYETA;18/01/2013;NO;10
12040008;CASTELLÓ - PENYETA;18/01/2013;NO2;31
12040008;CASTELLÓ - PENYETA;18/01/2013;NOX;46
12040008;CASTELLÓ - PENYETA;18/01/2013;O3;32
12040008;CASTELLÓ - PENYETA;18/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;19/01/2013;DIREC.;244
12040008;CASTELLÓ - PENYETA;19/01/2013;NO2;17
12040008;CASTELLÓ - PENYETA;19/01/2013;O3;51
12040008;CASTELLÓ - PENYETA;19/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;19/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;19/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;19/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;19/01/2013;PRES.;972
12040008;CASTELLÓ - PENYETA;19/01/2013;R.SOL.;25
12040008;CASTELLÓ - PENYETA;19/01/2013;SO2;8
12040008;CASTELLÓ - PENYETA;19/01/2013;TEMP.;15.9
12040008;CASTELLÓ - PENYETA;19/01/2013;VELOC.;1.6
12040008;CASTELLÓ - PENYETA;19/01/2013;H.REL.;73
12040008;CASTELLÓ - PENYETA;19/01/2013;NO;4
12040008;CASTELLÓ - PENYETA;19/01/2013;NOX;22
12040008;CASTELLÓ - PENYETA;20/01/2013;DIREC.;286
12040008;CASTELLÓ - PENYETA;20/01/2013;VELOC.;1.8
12040008;CASTELLÓ - PENYETA;20/01/2013;NO;6
12040008;CASTELLÓ - PENYETA;20/01/2013;NO2;7
12040008;CASTELLÓ - PENYETA;20/01/2013;NOX;16
12040008;CASTELLÓ - PENYETA;20/01/2013;O3;61
12040008;CASTELLÓ - PENYETA;20/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;20/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;20/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;20/01/2013;PRECIP.;0.2
12040008;CASTELLÓ - PENYETA;20/01/2013;PRES.;982
12040008;CASTELLÓ - PENYETA;20/01/2013;R.SOL.;94
12040008;CASTELLÓ - PENYETA;20/01/2013;SO2;7
12040008;CASTELLÓ - PENYETA;20/01/2013;TEMP.;13.8
12040008;CASTELLÓ - PENYETA;20/01/2013;H.REL.;52
12040008;CASTELLÓ - PENYETA;21/01/2013;DIREC.;321
12040008;CASTELLÓ - PENYETA;21/01/2013;VELOC.;1.4
12040008;CASTELLÓ - PENYETA;21/01/2013;NO;8
12040008;CASTELLÓ - PENYETA;21/01/2013;NO2;10
12040008;CASTELLÓ - PENYETA;21/01/2013;NOX;22
12040008;CASTELLÓ - PENYETA;21/01/2013;O3;58
12040008;CASTELLÓ - PENYETA;21/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;21/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;21/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;21/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;21/01/2013;PRES.;991
12040008;CASTELLÓ - PENYETA;21/01/2013;R.SOL.;110
12040008;CASTELLÓ - PENYETA;21/01/2013;SO2;7
12040008;CASTELLÓ - PENYETA;21/01/2013;TEMP.;13.2
12040008;CASTELLÓ - PENYETA;21/01/2013;H.REL.;53
12040008;CASTELLÓ - PENYETA;22/01/2013;R.SOL.;72
12040008;CASTELLÓ - PENYETA;22/01/2013;PRES.;991
12040008;CASTELLÓ - PENYETA;22/01/2013;TEMP.;10.6
12040008;CASTELLÓ - PENYETA;22/01/2013;VELOC.;1.5
12040008;CASTELLÓ - PENYETA;22/01/2013;DIREC.;278
12040008;CASTELLÓ - PENYETA;22/01/2013;H.REL.;61
12040008;CASTELLÓ - PENYETA;22/01/2013;NO;8
12040008;CASTELLÓ - PENYETA;22/01/2013;NO2;16
12040008;CASTELLÓ - PENYETA;22/01/2013;NOX;28
12040008;CASTELLÓ - PENYETA;22/01/2013;O3;53
12040008;CASTELLÓ - PENYETA;22/01/2013;PM1;
12040008;CASTELLÓ - PENYETA;22/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;22/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;22/01/2013;PRECIP.;1.6
12040008;CASTELLÓ - PENYETA;22/01/2013;SO2;7
12040008;CASTELLÓ - PENYETA;23/01/2013;DIREC.;289
12040008;CASTELLÓ - PENYETA;23/01/2013;PM10;
12040008;CASTELLÓ - PENYETA;23/01/2013;NO;6
12040008;CASTELLÓ - PENYETA;23/01/2013;NO2;9
12040008;CASTELLÓ - PENYETA;23/01/2013;NOX;19
12040008;CASTELLÓ - PENYETA;23/01/2013;PM2.5;
12040008;CASTELLÓ - PENYETA;23/01/2013;PRECIP.;0
12040008;CASTELLÓ - PENYETA;23/01/2013;PRES.;992
